Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Mitsubishi,2006,380,Sedan,2006 Mitsubishi 380 VR-X,USED,Automatic,"6 cyl, 3.8 L",Front,Unleaded,10.8 L / 100 km,241541,Red / Black,"Traralgon, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Holden,2009,Epica,Sedan,2009 Holden Epica CDX,USED,Automatic,"6 cyl, 2.5 L",Front,Unleaded,9.3 L / 100 km,202000,Silver / -,"Craigie, WA",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2011,Fiesta,Hatchback,2011 Ford Fiesta Zetec,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,144914,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Nissan,2007,Maxima,Sedan,2007 Nissan Maxima ST-L,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10.8 L / 100 km,159700,Black / Black,"Strathpine, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Citroen,2011,C3,Hatchback,2011 Citroen C3 Exclusive,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7 L / 100 km,112912,Black / -,"Fyshwick, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Mercedes-Benz,2010,CLC200,Coupe,2010 Mercedes-Benz CLC200 Kompressor Evolution +,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,9 L / 100 km,177834,Silver / -,"Five Dock, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,less than 10000 AUD
Toyota,2006,Camry,Sedan,2006 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.8 L / 100 km,170018,Gold / -,"Gepps Cross, SA",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Isuzu,2011,D-MAX,Ute / Tray,2011 Isuzu D-MAX SX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,424969,Silver / -,"Cardiff, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,less than 10000 AUD
Fiat,2013,Punto,Hatchback,2013 Fiat Punto Easy,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,188475,Black / -,"Hamilton Hill, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
BMW,2009,X3,SUV,2009 BMW X3 Xdrive 20D Lifestyle,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.6 L / 100 km,266859,Grey / Black,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Mazda,2007,3,Sedan,2007 Mazda 3 NEO,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,197336,Blue / Black,"Toowoomba City, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Holden,2010,Barina,Sedan,2010 Holden Barina,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.6 L / 100 km,137821,Red / -,"Camden, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2007,Falcon,Ute / Tray,2007 Ford Falcon XLS,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.1 L / 100 km,252528,Silver / -,"Westcourt, QLD",6 cyl,Ute / Tray, 2 Doors, 2 Seats,less than 10000 AUD
Holden,2009,Commodore,Wagon,2009 Holden Commodore International,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.7 L / 100 km,285000,- / -,"Brooklyn, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,less than 10000 AUD
Honda,2006,Civic,Sedan,2006 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.2 L / 100 km,99000,Grey / -,"Lansvale, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2010,Falcon,Sedan,2010 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.1 L / 100 km,246148,Blue / -,"Minchinbury, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Mitsubishi,2007,Triton,Valley Cars,2007 Mitsubishi Triton GLX 4x2,USED,Manual,-,Rear,Unleaded,-,327302,White / Grey,"Kurri Kurri, NSW",-,Ute / Tray,,,less than 10000 AUD
Jeep,2008,Commander,SUV,2008 Jeep Commander,USED,Automatic,"8 cyl, 4.7 L",4WD,Premium,15.5 L / 100 km,207527,Silver / Grey,"Victoria Park, WA",8 cyl,SUV, 4 Doors, 7 Seats,less than 10000 AUD
Suzuki,2009,Swift,Hatchback,2009 Suzuki Swift Sport,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,7.5 L / 100 km,211779,White / -,"Wacol, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Toyota,2008,Aurion,Sedan,2008 Toyota Aurion Sportivo SX6,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.9 L / 100 km,276545,Blue / -,"Rocklea, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Subaru,2008,Outback,SUV,2008 Subaru Outback 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.1 L / 100 km,186419,Silver / Grey,"Yagoona, NSW",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2008,Focus,USED Dealer ad,2008 Ford Focus LT CL Sedan 4dr Spts Auto 4sp 2.0i,USED,Automatic,-,Front,Unleaded,-,142462,Grey / -,"Underwood, QLD",-,,,,less than 10000 AUD
BMW,2004,525I,Sedan,2004 BMW 525I,USED,Automatic,"6 cyl, 2.5 L",Rear,Premium,14.1 L / 100 km,264152,Blue / -,"Hoppers Crossing, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Mazda,2012,CX-7,SUV,2012 Mazda CX-7 Classic (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,9.4 L / 100 km,212145,Grey / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Nissan,2002,Pulsar,Sedan,2002 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,8 L / 100 km,169981,Blue / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2001,Avalon,Sedan,2001 Toyota Avalon Grande,USED,Automatic,"6 cyl, 3 L",Front,Unleaded,11.5 L / 100 km,259724,Green / -,"Braybrook, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2012,Fiesta,Hatchback,2012 Ford Fiesta CL,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,149586,Blue / Grey,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Subaru,2006,Forester,Hyon Motors,2006 Subaru Forester,USED,Manual,-,Other,Unleaded,-,202254,Green / Grey,"Campbellfield, VIC",-,Wagon,,,less than 10000 AUD
Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.5 L / 100 km,146760,Blue / -,"Coburg North, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Mercedes-Benz,2004,E500,Sedan,2004 Mercedes-Benz E500 Avantgarde,USED,Automatic,"8 cyl, 5 L",Rear,Unleaded,12.5 L / 100 km,184426,Black / -,"Ringwood, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2004,Kluger,SUV,2004 Toyota Kluger CVX (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,12.3 L / 100 km,299414,Red / -,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 7 Seats,less than 10000 AUD
Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,65143,Blue / -,"Campbelltown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Ford,2004,Courier,Ute / Tray,2004 Ford Courier XL,USED,Manual,"4 cyl, 2.6 L",Rear,Unleaded,0 L / 100 km,281060,White / Grey,"Hamilton, QLD",4 cyl,Ute / Tray, 2 Doors, 4 Seats,less than 10000 AUD
Honda,2002,CR-V,SUV,2002 Honda CR-V (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9 L / 100 km,245388,Blue / Grey,"Bayswater, VIC",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Hyundai,2014,I30,Hatchback,2014 Hyundai I30 Trophy,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,166805,Blue / -,"Beresfield, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Holden,2012,Captiva,SUV,2012 Holden Captiva 7 LX (4X4),USED,Automatic,"6 cyl, 3 L",AWD,Unleaded,11.3 L / 100 km,204867,- / -,"Blair Athol, SA",6 cyl,SUV, 4 Doors, 7 Seats,less than 10000 AUD
Subaru,2008,Liberty,USED Dealer ad,2008 Subaru Liberty Gen 2 Heritage Sedan 4dr Auto 4sp 4WD 2.2i,USED,Automatic,-,Other,-,-,194520,Grey / -,"Victoria Park, WA",-,,,,less than 10000 AUD
Opel,2013,Astra,Hatchback,2013 Opel Astra 1.4,USED,Manual,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,86852,Red / Black,"Mordialloc, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Ford,2001,Escape,SUV,2001 Ford Escape XLS,USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,13 L / 100 km,212085,Gold / -,"Shepparton, VIC",6 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2009,Camry,Sedan,2009 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9 L / 100 km,269179,Grey / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Suzuki,2008,Swift,Gold Coast Wholesale Cars,2008 Suzuki Swift,USED,Manual,-,Other,Unleaded,-,219000,Black / Black,"Southport, QLD",-,Hatchback,,,less than 10000 AUD
Nissan,2002,Patrol,SUV,2002 Nissan Patrol DX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,434896,White / Cloth,"Elderslie, NSW",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Audi,2000,A4,Sedan,2000 Audi A4 1.8 Turbo Quattro,USED,Manual,"4 cyl, 1.8 L",AWD,Premium,9.5 L / 100 km,292000,- / -,"Brooklyn, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Volvo,2008,C30,Hatchback,2008 Volvo C30 S,USED,Automatic,"5 cyl, 2.4 L",Front,Premium,9.1 L / 100 km,113393,Grey / -,"Bentley, WA",5 cyl,Hatchback, 3 Doors, 4 Seats,less than 10000 AUD
Ford,2005,Territory,SUV,2005 Ford Territory Ghia (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2 L / 100 km,233573,Gold / -,"Braybrook, VIC",6 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Honda,2005,Accord,Sedan,2005 Honda Accord Euro Euro,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,9.4 L / 100 km,225321,Grey / -,"Hamilton, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Chrysler,2002,PT,Wagon,2002 Chrysler PT Cruiser Classic,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.5 L / 100 km,173158,Turquoise / -,"West Lakes, SA",4 cyl,Wagon, 5 Doors, 5 Seats,less than 10000 AUD
Holden,2010,Commodore,Wagon,2010 Holden Commodore Omega,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,9.3 L / 100 km,203500,White / -,"Minchinbury, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2008,Focus,Hatchback,2008 Ford Focus XR5 Turbo,USED,Manual,"5 cyl, 2.5 L",Front,Premium,9.3 L / 100 km,218000,Blue / -,"Saint Marys, NSW",5 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Nissan,2007,Tiida,Hatchback,2007 Nissan Tiida ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,191275,White / -,"Eagle Farm, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Toyota,2007,Aurion,Sedan,2007 Toyota Aurion Presara,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.9 L / 100 km,149000,Black / -,"Ringwood, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Suzuki,2006,Swift,Hatchback,2006 Suzuki Swift,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,7 L / 100 km,170808,Brown / -,"Kogarah, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Toyota,2002,RAV4,SUV,2002 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Unleaded,9 L / 100 km,208000,Silver / -,"Windsor, NSW",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Nissan,2009,Maxima,Sedan,2009 Nissan Maxima 350 TI,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10.2 L / 100 km,199000,Black / -,"Windsor Gardens, SA",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Holden,2008,Captiva,SUV,2008 Holden Captiva SX (fwd),USED,Automatic,"4 cyl, 2 L",Front,Diesel,8.7 L / 100 km,217802,Grey / Grey,"West Footscray, VIC",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2005,Camry,Sedan,2005 Toyota Camry Sportivo,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.8 L / 100 km,246947,Gold / -,"Minto, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Mazda,2010,2,Hatchback,2010 Mazda 2 Genki,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,154503,Grey / Black,"Phillip, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Holden,2011,Cruze,Sedan,2011 Holden Cruze CDX,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,118962,Silver / -,"Cardiff, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2006,Territory,SUV,2006 Ford Territory Ghia (rwd),USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.8 L / 100 km,215600,Silver / -,"Hamilton Hill, WA",6 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Nissan,2010,X-Trail,SUV,2010 Nissan X-Trail ST-L (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.3 L / 100 km,247947,White / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Mercedes-Benz,2012,C200,Wagon,2012 Mercedes-Benz C200 BE,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,7.3 L / 100 km,248527,Black / Black,"Victoria Park, WA",4 cyl,Wagon, 4 Doors, 5 Seats,less than 10000 AUD
Jeep,2008,Compass,SUV,2008 Jeep Compass Sport,USED,Manual,"4 cyl, 2.4 L",4WD,Unleaded,8.7 L / 100 km,255342,Gold / -,"Wacol, QLD",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2005,Kluger,SUV,2005 Toyota Kluger CV (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,12.3 L / 100 km,282693,Silver / -,"Windang, NSW",6 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Mazda,2009,3,Sedan,2009 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,178389,Black / -,"Chester Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2007,Camry,Sedan,2007 Toyota Camry Ateva,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9 L / 100 km,212140,Black / -,"Nerang, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Hyundai,2009,Tucson,SUV,2009 Hyundai Tucson City SX,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8 L / 100 km,116201,White / -,"Fawkner, VIC",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Holden,2008,Commodore,Wagon,2008 Holden Commodore Omega 60TH Anniversary,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,255775,Gold / Black Leather,"Minchinbury, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,less than 10000 AUD
Fiat,2012,500,Hatchback,2012 Fiat 500 Twin AIR Plus,USED,Manual,"2 cyl, 0.9 L",Front,Premium,4 L / 100 km,64179,Red / -,"Minchinbury, NSW",2 cyl,Hatchback, 3 Doors, 4 Seats,less than 10000 AUD
Honda,2007,Jazz,Hatchback,2007 Honda Jazz VTI-S,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.1 L / 100 km,244000,Blue / Black,"Fairfield, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Mitsubishi,1998,Lancer,USED Dealer ad,1998 Mitsubishi Lancer GLi,USED,Automatic,-,Front,Unleaded,-,114900,White / Grey,"Ringwood, VIC",-,,,,less than 10000 AUD
Mazda,2010,3,Hatchback,2010 Mazda 3 NEO,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,159864,Silver / -,"Dandenong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Hyundai,2005,Tucson,SUV,2005 Hyundai Tucson Elite,USED,Automatic,"6 cyl, 2.7 L",AWD,Unleaded,11 L / 100 km,191317,White / -,"Seaford, VIC",6 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Nissan,2008,Tiida,Hatchback,2008 Nissan Tiida ST-L,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,97770,Silver / Grey,"Mayfield West, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Holden,2007,Astra,Hatchback,2007 Holden Astra CD,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,8.2 L / 100 km,210789,Red / Grey,"Ravenhall, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Toyota,2005,Hilux,Ute / Tray,2005 Toyota Hilux Workmate,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11 L / 100 km,303119,White / -,"Fairfield East, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,less than 10000 AUD
Nissan,2009,X-Trail,SUV,2009 Nissan X-Trail ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.3 L / 100 km,222751,Gold / -,"North Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2004,Falcon,Sedan,2004 Ford Falcon XT,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.5 L / 100 km,260525,Grey / -,"Lansvale, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Holden,2006,Rodeo,Ute / Tray,2006 Holden Rodeo LX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,384500,White / Grey,"Wangara, WA",4 cyl,Ute / Tray, 2 Doors, 2 Seats,less than 10000 AUD
Holden,2010,Cruze,Sedan,2010 Holden Cruze CDX,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.9 L / 100 km,106831,Silver / Black Leather,"Bankstown, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Suzuki,2009,Grand,SUV,2009 Suzuki Grand Vitara (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.9 L / 100 km,207005,White / -,"Beresfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2003,Camry,Sedan,2003 Toyota Camry Altise,USED,Automatic,"6 cyl, 3 L",Front,Unleaded,10.5 L / 100 km,172019,Silver / -,"Minto, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,223935,Black / -,"South Toowoomba, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Hyundai,2010,I30,Wagon,2010 Hyundai I30 CW SX 2.0,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,129000,Red / -,"Dandenong, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,less than 10000 AUD
Ford,2011,Territory,SUV,2011 Ford Territory TX (4X4),USED,Automatic,"6 cyl, 2.7 L",AWD,Diesel,8.8 L / 100 km,299433,Blue / -,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 5 Seats,less than 10000 AUD
Renault,2003,Laguna,Hatchback,2003 Renault Laguna Privilege,USED,Automatic,"6 cyl, 2.9 L",Front,Premium,11.5 L / 100 km,102701,Silver / -,"Brighton, SA",6 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Toyota,2003,HiAce,Commercial,2003 Toyota HiAce,USED,Automatic,"4 cyl, 2.4 L",Rear,Unleaded,0 L / 100 km,266848,White / Grey,"Five Dock, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,less than 10000 AUD
Volkswagen,2011,Golf,Hatchback,2011 Volkswagen Golf 77 TSI,USED,Manual,"4 cyl, 1.2 L",Front,Premium,6.4 L / 100 km,218850,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Audi,2009,Q7,SUV,2009 Audi Q7 4.2 FSI Quattro,USED,Automatic,"8 cyl, 4.2 L",AWD,Premium,13.6 L / 100 km,224551,Black / -,"Regents Park, NSW",8 cyl,SUV, 4 Doors, 7 Seats,less than 10000 AUD
Mitsubishi,2008,Express,Commercial,2008 Mitsubishi Express MWB,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,11 L / 100 km,221455,White / -,"Fyshwick, ACT",4 cyl,Commercial, 2 Doors, 2 Seats,less than 10000 AUD
Nissan,2013,Maxima,Sedan,2013 Nissan Maxima 250 ST-L,USED,Automatic,"6 cyl, 2.5 L",Front,Unleaded,9.5 L / 100 km,213012,Grey / -,"Five Dock, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Mazda,2006,2,Hatchback,2006 Mazda 2 NEO,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,115602,Black / -,"Lansvale, NSW",4 cyl,Hatchback, 5 Doors, 4 Seats,less than 10000 AUD
Hyundai,2004,Elantra,Hatchback,2004 Hyundai Elantra 2.0 HVT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,9.1 L / 100 km,185413,Blue / Grey,"Wentworthville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Peugeot,2010,207,Hatchback,2010 Peugeot 207 XT,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7 L / 100 km,146303,Black / -,"Wangara, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent Seca,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,174500,White / Grey,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Holden,2010,Captiva,SUV,2010 Holden Captiva CX (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.7 L / 100 km,181260,Red / -,"Smithfield, NSW",4 cyl,SUV, 4 Doors, 7 Seats,less than 10000 AUD
Mazda,2009,3,Hatchback,2009 Mazda 3 NEO Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.4 L / 100 km,257953,Blue / Black,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Mazda,2006,3,Sedan,2006 Mazda 3 SP23,USED,Automatic,"4 cyl, 2.3 L",Front,Unleaded,9.3 L / 100 km,153798,Black / Black Leather,"Lidcombe, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Mazda,2004,3,Sedan,2004 Mazda 3 Maxx,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.6 L / 100 km,160101,Gold / Black,"Kedron, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Toyota,2005,Camry,Sedan,2005 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.8 L / 100 km,115821,Silver / Grey,"Lansvale, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Mazda,2006,3,Sedan,2006 Mazda 3 SP23,USED,Automatic,"4 cyl, 2.3 L",Front,Unleaded,9.3 L / 100 km,208048,Silver / -,"Moorooka, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Peugeot,2005,407,Sedan,2005 Peugeot 407 ST Executive,USED,Manual,"4 cyl, 2.2 L",Front,Premium,12.9 L / 100 km,162170,Blue / Black Leather,"Archerfield, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,less than 10000 AUD
Mercedes-Benz,2004,CLK320,Coupe,2004 Mercedes-Benz CLK320 Avantgarde,USED,Automatic,"6 cyl, 3.2 L",Rear,Unleaded,0 L / 100 km,213745,Gold / -,"Punchbowl, NSW",6 cyl,Coupe, 2 Doors, 5 Seats,less than 10000 AUD
Kia,2010,RIO,Hatchback,2010 Kia RIO Sports,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,137171,White / -,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Holden,2012,Captiva,Stevron Autos,2012 Holden Captiva SX,USED,Automatic,-,Front,Unleaded,-,138589,Silver / Black  Cloth,"Briar Hill, VIC",-,Wagon,,,less than 10000 AUD
Holden,2013,Captiva,SUV,2013 Holden Captiva 7 SX (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,211558,Grey / -,"Coburg North, VIC",4 cyl,SUV, 4 Doors, 7 Seats,less than 10000 AUD
Mazda,2010,2,Hatchback,2010 Mazda 2 Maxx,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,115432,Green / Black,"Oakleigh South, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,less than 10000 AUD
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.6 L / 100 km,14646,White / Car,"Kirrawee, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,more than 70000 AUD
Porsche,2014,Panamera,Sedan,2014 Porsche Panamera Diesel,USED,Automatic,"6 cyl, 3 L",Rear,Diesel,6.5 L / 100 km,78200,"White / Partial Leather Interior, Black","Nedlands, WA",6 cyl,Sedan, 4 Doors, 4 Seats,more than 70000 AUD
