id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
129243,mercedes-benz,Mercedes-Benz,orange,01/2023,2023,more than 90000 EUR,335.0,455.0,Automatic,Diesel,,-/-,3000.0,Arocs 5 2546 L 6x2 Meiller RS21.70 Lenk/Lift
97668,maserati,Maserati,white,11/2021,2021,more than 90000 EUR,463.0,630.0,Automatic,Petrol,"11,5 l/100 km",261 g/km,27900.0,MC20
117696,mercedes-benz,Mercedes-Benz S 63 AMG,grey,05/2016,2016,more than 90000 EUR,625.0,850.0,Automatic,Petrol,"10,3 l/100 km",242 g/km,50000.0,S850 BRABUS komplett Umbau
168303,porsche,Porsche Boxster,silver,06/2022,2022,more than 90000 EUR,294.0,400.0,Automatic,Petrol,,246 g/km,2766.0,BOXSTER 25 JAHRE GTS 4.0 18-WEGE SITZBEL®πFTUNG
40550,bmw,BMW X7,black,09/2020,2020,more than 90000 EUR,294.0,400.0,Automatic,Diesel,"7,1 l/100 km",186 g/km,35200.0,"M50d xDrive SkyLounge 7Sitze Sitzl®πft AHK 22"""
96624,land-rover,Land Rover Range Rover,black,04/2022,2022,more than 90000 EUR,258.0,351.0,Automatic,Diesel,"8,3 l/100 km",217 g/km,20100.0,D350 First Edition HUD AHK-el. klappb.
125690,mercedes-benz,Mercedes-Benz AMG GT,grey,01/2020,2020,more than 90000 EUR,410.0,557.0,Automatic,Petrol,"12,4 l/100 km",284 g/km,8750.0,C Coupe/8.750km./Carbon
20705,audi,Audi,yellow,04/2022,2022,more than 90000 EUR,456.0,620.0,Automatic,Petrol,"13,3 l/100 km",304 g/km,19899.0,performance Laser/Magnetic-Ride/B&O/Ca
244708,volkswagen,Volkswagen T7 Multivan,black,11/2022,2022,more than 90000 EUR,160.0,218.0,Automatic,Hybrid,"1,5 l/100 km",34 g/km,9300.0,Kurz eHybrid Energetic AHZV IQ-LIGHT ACC
165465,porsche,Porsche 991,white,01/2014,2014,more than 90000 EUR,412.0,560.0,Automatic,Petrol,"9,7 l/100 km",227 g/km,89000.0,Turbo S / Unfallfrei / Approved Porsche Garantie
43340,cadillac,Cadillac Escalade,red,09/2022,2022,more than 90000 EUR,313.0,426.0,Automatic,Petrol,"12,6 l/100 km",405 g/km,1685.0,6.2 V8 Sport MY2022*8 Sitze*Pano*HeadUp
167982,porsche,Porsche Taycan,white,04/2021,2021,more than 90000 EUR,500.0,680.0,Automatic,Electric,,0 g/km,38700.0,Turbo Klimasitze LED-Matrix PDCC 21-Zoll
23010,bentley,Bentley Continental,black,06/2014,2014,more than 90000 EUR,460.0,625.0,Automatic,Petrol,"14,5 l/100 km",338 g/km,49121.0,GT Speed Keyless TV Comfort
52082,ferrari,Ferrari F430,red,12/2007,2007,more than 90000 EUR,357.0,485.0,Automatic,Petrol,,#NAME?,39000.0,Spider | CC Brakes | Carbon Interior | VAT
52223,ferrari,Ferrari 458,grey,05/2015,2015,more than 90000 EUR,416.0,566.0,Automatic,Petrol,,#NAME?,13900.0,Italia Spider Tailor Made  II. Hand TOP!
18849,audi,Audi RS6,grey,05/2020,2020,more than 90000 EUR,441.0,600.0,Automatic,Petrol,"12,6 l/100 km","288,5 g/km",7700.0,quattro tiptr. Head-Up/HD-Matrix/B&O/Standh.
22481,audi,Audi A1,black,02/2023,2023,more than 90000 EUR,70.0,95.0,Automatic,Petrol,"5,9 l/100 km","134,1 g/km",6000.0,Sportback 25 TFSI S tronic LED Sihei EPH
93699,lamborghini,Lamborghini,grey,08/2018,2018,more than 90000 EUR,566.0,770.0,Automatic,Petrol,16 l/100 km,370 g/km,65.0,CENTENARIO ROADSTER LP770-4 |1 OF 20 |NO MILEAGE
21776,audi,Audi RS7,blue,06/2023,2023,more than 90000 EUR,463.0,630.0,Automatic,Petrol,,#NAME?,250.0,4.0 TFSI quattro tiptronic
167372,porsche,Porsche Cayenne,grey,09/2019,2019,more than 90000 EUR,324.0,441.0,Automatic,Petrol,"9,4 l/100 km",216 g/km,73630.0,S Coupe 22-Zoll/18-Wege/Luftfederung/PDCC/LED-Matr
85689,jaguar,Jaguar F-Type,grey,08/2022,2022,more than 90000 EUR,331.0,450.0,Automatic,Petrol,11 l/100 km,252 g/km,224.0,Coupe P450 AWD A
96323,land-rover,Land Rover Range Rover Velar,black,04/2021,2021,more than 90000 EUR,405.0,551.0,Automatic,Petrol,"11,8 l/100 km",270 g/km,18000.0,SV Autobiography Dynamic Edition
52380,ferrari,Ferrari,grey,08/2020,2020,more than 90000 EUR,507.0,689.0,Automatic,Petrol,"15,3 l/100 km",350 g/km,15200.0,GTC4Lusso
168433,porsche,Porsche Cayenne,black,05/2023,2023,more than 90000 EUR,338.0,460.0,Automatic,Petrol,"13,2 l/100 km",308 g/km,19900.0,"GTS 22"";Matrix;360°„; Standheiz."
41547,bmw,BMW X5,grey,12/2021,2021,more than 90000 EUR,390.0,530.0,Automatic,Petrol,"10,7 l/100 km",243 g/km,26500.0,M50 i Protecion VR6*Werkspanzer*Armoured*B6*
125411,mercedes-benz,Mercedes-Benz AMG GT,yellow,03/2020,2020,more than 90000 EUR,430.0,585.0,Automatic,Petrol,"12,4 l/100 km",284 g/km,91893.0,R *Performance-Abgasanlage*Keramik*Comand
23368,bentley,Bentley Continental GT,grey,01/2023,2023,more than 90000 EUR,404.0,549.0,Automatic,Petrol,"11,3 l/100 km",263 g/km,6000.0,New Continental GT S V8
52197,ferrari,Ferrari 458,white,07/2013,2013,more than 90000 EUR,416.0,566.0,Automatic,Petrol,,#NAME?,6150.0,Spider I Tailor Made I Carbon
21037,audi,Audi e-tron GT,red,04/2022,2022,more than 90000 EUR,350.0,476.0,Automatic,Electric,,452 km Reichweite,2540.0,Head-Up/Matrix/Nachtsicht/uvm.
123543,mercedes-benz,Mercedes-Benz G 63 AMG,grey,01/2019,2019,more than 90000 EUR,515.0,700.0,Automatic,Petrol,,299 g/km,34138.0,G63 AMG BRABUS 700PS EXCLUSIV COMAND WEBASTO AHK
168310,porsche,Porsche 992,silver,12/2022,2022,more than 90000 EUR,375.0,510.0,Automatic,Petrol,"12,4 l/100 km",283 g/km,3000.0,911 GT3 mit Touring-Paket PCCB Leichtbaudach
127271,mercedes-benz,Mercedes-Benz AMG GT,silver,09/2021,2021,more than 90000 EUR,470.0,639.0,Automatic,Petrol,"13,1 l/100 km",298 g/km,23896.0,GT 63 AMG S 4M+ STH HUD Sportauspuff ACC PDC Spur
167107,porsche,Porsche 991,silver,02/2018,2018,more than 90000 EUR,331.0,450.0,Automatic,Petrol,"8,7 l/100 km",196 g/km,46315.0,(911) Targa 4 GTS Abstandstempomat Leder Lenkradhe
121570,mercedes-benz,Mercedes-Benz AMG GT,grey,09/2018,2018,more than 90000 EUR,470.0,639.0,Automatic,Petrol,,0 g/km,7650.0,63 S 4M+ Carbon+Perf.Sitze+Head+Up+Memory Styling
166335,porsche,Porsche 991,red,03/2017,2017,more than 90000 EUR,309.0,420.0,Automatic,Petrol,8 l/100 km,184 g/km,29980.0,911/991.2 Carrera 4S Cabrio PDK | Chrono | PDLS+
167960,porsche,Porsche Boxster,silver,01/2021,2021,more than 90000 EUR,309.0,420.0,Manual,Petrol,,#NAME?,21000.0,"718 Boxster Spyder 4,0 Schalter Chrono Navi Bose"
166103,porsche,Porsche 991,white,07/2016,2016,more than 90000 EUR,309.0,420.0,Automatic,Petrol,,#NAME?,17993.0,"/911 Carrera S, Endurance Racing Edition !"
93878,lamborghini,Lamborghini Huracan,green,10/2022,2022,more than 90000 EUR,471.0,640.0,Unknown,Petrol,"13,9 l/100 km",331 g/km,750.0,STO
125355,mercedes-benz,Mercedes-Benz E 63 AMG,blue,10/2020,2020,more than 90000 EUR,450.0,612.0,Automatic,Petrol,,271 g/km,37500.0,E 63 S 4MATIC+ T *FACELIFT*PANORAMA*VMAX*NIGHT
52574,ferrari,Ferrari F8 Tributo,black,03/2023,2023,more than 90000 EUR,530.0,721.0,Automatic,Petrol,12 l/100 km,289 g/km,158.0,Spider 19x CARBON  5x ALCANTARA by MOBILISTA
167116,porsche,Porsche 911,silver,08/2018,2018,more than 90000 EUR,368.0,500.0,Manual,Petrol,"12,9 l/100 km",290 g/km,900.0,GT3 Touring
128027,mercedes-benz,Mercedes-Benz V 300,black,08/2022,2022,more than 90000 EUR,174.0,237.0,Automatic,Diesel,"6,5 l/100 km",172 g/km,360.0,d 4M XL VIP BUSINESS SPECIAL 2xTV ON STOCK
23123,bentley,Bentley Mulsanne,black,07/2018,2018,more than 90000 EUR,377.0,513.0,Automatic,Petrol,"14,6 l/100 km",342 g/km,12455.0,"MULSANNE EWB NAIM THEATRE MASSAGE 21"" PRE OWNED"
128229,mercedes-benz,Mercedes-Benz GLE 350,silver,12/2022,2022,more than 90000 EUR,143.0,194.0,Automatic,Diesel Hybrid,"0,9 l/100 km",24 g/km,7900.0,"de 4M Coup®¶ AMG+NIGHT+21""+PANO+AHK+360°„"
41760,bmw,BMW M850,black,12/2021,2021,more than 90000 EUR,390.0,530.0,Automatic,Petrol,"9,9 l/100 km",226 g/km,12500.0,i xDrive Gran Coup®¶ NP: 163.000 Euro
85662,jaguar,Jaguar F-Type,yellow,12/2022,2022,more than 90000 EUR,423.0,575.0,Automatic,Petrol,11 l/100 km,252 g/km,1000.0,Coupe P575 R VOLLAUSSTATTUNG MERIDIAN DAB
52092,ferrari,Ferrari 612,grey,02/2008,2008,more than 90000 EUR,397.0,540.0,Automatic,Petrol,"20,7 l/100 km",475 g/km,42000.0,Sessanta *1 of 60*Ferrari-Dresden*
167862,porsche,Porsche Boxster,red,06/2021,2021,more than 90000 EUR,294.0,400.0,Automatic,Petrol,"9,6 l/100 km",219 g/km,22279.0,718 GTS 4.0 Sport Design BOSE 20-Zoll
209837,toyota,Toyota Land Cruiser,black,09/2021,2021,more than 90000 EUR,305.0,415.0,Automatic,Petrol,"9,5 l/100 km",218 g/km,4.0,300~70thANNIVERSARY+NEU+EU+RearTV+415HP+OutEU
22141,audi,Audi RS6,grey,01/2023,2023,more than 90000 EUR,544.0,740.0,Automatic,Petrol,,#NAME?,2045.0,ABT RS6-S / 740PS / *IN STOCK*
21305,audi,Audi e-tron GT,silver,09/2022,2022,more than 90000 EUR,350.0,476.0,Automatic,Electric,,452 km Reichweite,5422.0,HUD/LASER/B&O/DYNAMIK
167262,porsche,Porsche Cayenne,blue,08/2019,2019,more than 90000 EUR,404.0,549.0,Automatic,Petrol,"11,3 l/100 km",258 g/km,95500.0,Turbo SPORTDESIGN (Vollausstattung-PCCB)
12157,audi,Audi R8,black,04/2016,2016,more than 90000 EUR,449.0,610.0,Automatic,Petrol,"12,3 l/100 km",292 g/km,32500.0,V10 Plus Quattro | B&O | Alcantara | Foliert
168266,porsche,Porsche Panamera,black,03/2022,2022,more than 90000 EUR,353.0,480.0,Automatic,Petrol,"11,1 l/100 km",253 g/km,29990.0,GTS Sport Turismo Soft-Close LED-Matrix
41013,bmw,BMW M5,white,06/2020,2020,more than 90000 EUR,460.0,625.0,Automatic,Petrol,"10,6 l/100 km",241 g/km,39867.0,Limousine Competition | M Driver's Package| B&W HI
126925,mercedes-benz,Mercedes-Benz G 500,green,04/2021,2021,more than 90000 EUR,310.0,421.0,Automatic,Petrol,"14,8 l/100 km",337 g/km,28859.0,AMG+COM+Burm+Distr+CARBON+Massage+Sitzklim
17238,audi,Audi RS7,red,12/2019,2019,more than 90000 EUR,529.0,719.0,Automatic,Petrol,"11,6 l/100 km",265 g/km,65000.0,360°„|Virtual|SpoSi|Sitzbel.|B&O|Sport-AGA
51841,dodge,Dodge RAM,red,11/2022,2022,more than 90000 EUR,295.0,401.0,Automatic,LPG,"14,9 l/100 km",352 g/km,4500.0,1500 Limited~Night~360°„~GAS~Head Up~VOLL~
95918,land-rover,Land Rover Range Rover,grey,04/2020,2020,more than 90000 EUR,386.0,525.0,Automatic,Petrol,"12,8 l/100 km",298 g/km,64000.0,P525 V8 Vogue EU6d 22'' HUD Panorama Keyless Black
167974,porsche,Porsche Cayman,white,01/2021,2021,more than 90000 EUR,294.0,400.0,Manual,Petrol,"10,8 l/100 km",247 g/km,6200.0,718 GTS 4.0 PASM/BOSE/DAB/AppleCarPlay/Tempolimit
1570,aston-martin,Aston Martin Vantage,silver,06/2017,2017,more than 90000 EUR,420.0,571.0,Manual,Petrol,17 l/100 km,#NAME?,9750.0,Handschalter - 7-Gang - V12 S Roadster
119586,mercedes-benz,Mercedes-Benz AMG GT,grey,11/2017,2017,more than 90000 EUR,410.0,557.0,Automatic,Petrol,"11,4 l/100 km",259 g/km,21540.0,Edition 50 Burmester Keramik Designo
245563,volkswagen,Volkswagen T6 California,grey,05/2023,2023,more than 90000 EUR,150.0,204.0,Automatic,Diesel,"7,1 l/100 km",188 g/km,50.0,6.1 OCEAN 4MOTION AD TDI DSG (+EURO6
97077,land-rover,Land Rover Range Rover Sport,white,04/2023,2023,more than 90000 EUR,258.0,351.0,Automatic,Diesel,8 l/100 km,210 g/km,312.0,Panoram Meridian Autobiography
167123,porsche,Porsche 991,silver,02/2018,2018,more than 90000 EUR,331.0,450.0,Automatic,Petrol,"8,3 l/100 km",188 g/km,33500.0,"(911) Carrera GTS Coupe in GT-silber, PDK"
245227,volkswagen,Volkswagen,beige,02/2023,2023,more than 90000 EUR,130.0,177.0,Automatic,Diesel,,-/-,800.0,"Grand California 680 2,0TDI"
93804,lamborghini,Lamborghini Huracan,orange,09/2020,2020,more than 90000 EUR,449.0,610.0,Automatic,Petrol,"10,8 l/100 km",330 g/km,6500.0,"EVO RWD Coupe LP 610-2 449?kW (610?PS), Automat..."
1594,aston-martin,Aston Martin DB11,blue,05/2019,2019,more than 90000 EUR,375.0,510.0,Automatic,Petrol,10 l/100 km,230 g/km,13375.0,4.0 V8 Volante
52499,ferrari,Ferrari,brown,02/2022,2022,more than 90000 EUR,,,Automatic,Hybrid,,#NAME?,1850.0,SF90 Sonderlack BRANZINO
97555,maserati,Maserati Levante,yellow,02/2020,2020,more than 90000 EUR,427.0,581.0,Automatic,Petrol,"13,3 l/100 km",302 g/km,12000.0,Trofeo*Launch Edition 1 of 100*
167663,porsche,Porsche 992,grey,07/2020,2020,more than 90000 EUR,283.0,385.0,Automatic,Petrol,"10,3 l/100 km",233 g/km,10500.0,(911) Carrera | Sportabgasanlage | BOSE |
97650,maserati,Maserati Levante,black,08/2021,2021,more than 90000 EUR,427.0,581.0,Automatic,Petrol,16 l/100 km,362 g/km,15000.0,Trofeo
125171,mercedes-benz,Mercedes-Benz GLE 63 AMG,blue,09/2020,2020,more than 90000 EUR,450.0,612.0,Automatic,Hybrid,"11,5 l/100 km",262 g/km,94000.0,GLE 63 S AMG 4Matic+ **Multibeam*MBUX*designo**
42360,bmw,BMW M8,red,06/2022,2022,more than 90000 EUR,460.0,625.0,Automatic,Petrol,"11,3 l/100 km",260 g/km,9500.0,Comp.FaceliftGran Coup®¶.TV.Park+.DrivProf.DAB
124103,mercedes-benz,Mercedes-Benz G 500,red,05/2019,2019,more than 90000 EUR,310.0,421.0,Automatic,Petrol,"11,5 l/100 km",263 g/km,54500.0,AMG-Line/designo/360°„/Multikontur
19227,audi,Audi RS6,black,08/2020,2020,more than 90000 EUR,441.0,600.0,Automatic,Petrol,"11,7 l/100 km",268 g/km,75500.0,RS6 Avant HD-MATRIX*PANO*RS-AGA*RS-DYNAMIK*LUFT
165225,porsche,Porsche 991,white,12/2013,2013,more than 90000 EUR,294.0,400.0,Automatic,Petrol,"9,7 l/100 km",228 g/km,29100.0,".1 Carrera 2 S Cabrio, LED, BOSE, SAGA, 14 Weg"
42574,bmw,BMW X7,violet,06/2022,2022,more than 90000 EUR,250.0,340.0,Automatic,Diesel,"6,4 l/100 km",167 g/km,24400.0,xDrive40d M Sport SkyLounge ACC 360°„ Sitzl®πft
23192,bentley,Bentley Bentayga,green,04/2020,2020,more than 90000 EUR,330.0,449.0,Automatic,Hybrid,,#NAME?,32945.0,Hybrid Sunshine+Touring+City Spec
96795,land-rover,Land Rover Range Rover Sport,grey,05/2023,2023,more than 90000 EUR,294.0,400.0,Automatic,Hybrid,"0,9 l/100 km",20 g/km,2900.0,P510e Autobiography Standhzg.!
23290,bentley,Bentley Bentayga,grey,11/2022,2022,more than 90000 EUR,404.0,549.0,Automatic,Petrol,12 l/100 km,272 g/km,3600.0,EWB Azure F.E // BENTLEY D®πSSELDORF
166999,porsche,Porsche 911,black,05/2018,2018,more than 90000 EUR,368.0,500.0,Automatic,Petrol,"12,7 l/100 km",288 g/km,11400.0,GT3 Clubsport*4.0*Klappe*Approved*Schale*Cam
96928,land-rover,Land Rover Range Rover Sport,black,01/2023,2023,more than 90000 EUR,390.0,530.0,Automatic,Petrol,"11,5 l/100 km",255 g/km,2600.0,P530 First Edition V8 AWD 22
93814,lamborghini,Lamborghini Urus,blue,04/2021,2021,more than 90000 EUR,478.0,650.0,Automatic,Petrol,"12,7 l/100 km",325 g/km,26480.0,| Garantie | Service-Paket | 1. Hand
167770,porsche,Porsche Cayenne,black,08/2020,2020,more than 90000 EUR,338.0,460.0,Automatic,Petrol,,0 g/km,73850.0,GTS PANO BOSE DAB SHZ R®πckfahrkamera
167048,porsche,Porsche Panamera,black,02/2018,2018,more than 90000 EUR,310.0,421.0,Automatic,Diesel,"6,7 l/100 km",176 g/km,3093.0,(911) Carrera Cabriolet El. Verdeck AD Navi Leder
13173,audi,Audi A1,brown,01/2017,2017,more than 90000 EUR,85.0,116.0,Manual,Diesel,"3,8 l/100 km",99 g/km,10000.0,Testinserat AS24 - kein Verkauf
52149,ferrari,Ferrari 599,red,04/2011,2011,more than 90000 EUR,493.0,670.0,Automatic,Petrol,"17,5 l/100 km",411 g/km,3800.0,GTO * German delivery * rare color *
93874,lamborghini,Lamborghini Urus,grey,06/2022,2022,more than 90000 EUR,478.0,650.0,Automatic,Petrol,"12,7 l/100 km",325 g/km,6300.0,"Lamborghini URUS/PAN0R/23""/CARBON/B&O/VOLL/SOFORT/"
96818,land-rover,Land Rover Range Rover Sport,grey,05/2023,2023,more than 90000 EUR,258.0,351.0,Automatic,Diesel,8 l/100 km,205 g/km,8.0,D350 Autobiography
128648,mercedes-benz,Mercedes-Benz EQS,blue,01/2023,2023,more than 90000 EUR,215.0,292.0,Automatic,Electric,,0 g/km,9000.0,350 AMG Fahrass WideScreen 360°„ Airmat Pano
97669,maserati,Maserati,white,09/2021,2021,more than 90000 EUR,463.0,630.0,Automatic,Petrol,"11,5 l/100 km",261 g/km,1300.0,MC20 Coup®¶ CARBON PAKET
118952,mercedes-benz,Mercedes-Benz G 63 AMG,white,11/2016,2016,more than 90000 EUR,420.0,571.0,Automatic,Petrol,"13,8 l/100 km",322 g/km,20704.0,AMG G 63 *Designo*Brabus Klappenauspuff
20097,audi,Audi e-tron GT,black,07/2021,2021,more than 90000 EUR,440.0,598.0,Automatic,Electric,,466 km Reichweite,35000.0,e-tron RS GT 5-Sitz/MatrixLED/ACC/Navi/HuD Klima
166191,porsche,Porsche 911,grey,05/2017,2017,more than 90000 EUR,331.0,450.0,Automatic,Petrol,"8,5 l/100 km",192 g/km,59950.0,4 GTS APPROVED ACC Carbon BOSE R.Cam
166710,porsche,Porsche 991,blue,03/2018,2018,more than 90000 EUR,368.0,500.0,Manual,Petrol,"13,3 l/100 km",302 g/km,9902.0,(911) GT3 Leder SHZ R®πckfahrkam. Temp Sportsitze m
166337,porsche,Porsche 991,red,02/2017,2017,more than 90000 EUR,331.0,450.0,Manual,Petrol,"9,4 l/100 km",212 g/km,24000.0,911 GTS 2 SCHALTER | MANUAL | R-SCHALE
93578,lamborghini,Lamborghini Murci®¶lago,yellow,04/2005,2005,more than 90000 EUR,426.0,579.0,Automatic,Petrol,"21,5 l/100 km",#NAME?,16000.0,LP580-4 - Navi | 16000 Km
168042,porsche,Porsche Macan,blue,10/2022,2022,more than 90000 EUR,195.0,265.0,Automatic,Petrol,"10,2 l/100 km",230 g/km,8700.0,T blau-sw/Pano/1BK/LED/360/ACC/Bose/Spu/20
42607,bmw,BMW X5 M,white,05/2022,2022,more than 90000 EUR,460.0,625.0,Automatic,Petrol,"13,3 l/100 km",303 g/km,13838.0,Competitio Gestiksteuerung Night Vision
168381,porsche,Porsche Cayman,red,01/2023,2023,more than 90000 EUR,368.0,500.0,Automatic,Petrol,"12,3 l/100 km",281 g/km,100.0,GT4 RS STERNRUBIN/WEISSACH/CERAMIC/LIFT
93610,lamborghini,Lamborghini Gallardo,green,07/2010,2010,more than 90000 EUR,412.0,560.0,Automatic,Petrol,15 l/100 km,351 g/km,61000.0,LP-560 Spyder NAVI/AUTOMATIC/LEDER
52364,ferrari,Ferrari 488,blue,11/2020,2020,more than 90000 EUR,530.0,721.0,Automatic,Petrol,,263 g/km,1374.0,HELE *FULL CARBON*TITANIUM EXHAUST*
165821,porsche,Porsche Cayenne,grey,09/2016,2016,more than 90000 EUR,283.0,385.0,Automatic,Diesel,"8,2 l/100 km",215 g/km,141000.0,S Diesel
23120,bentley,Bentley,black,03/2018,2018,more than 90000 EUR,522.0,710.0,Automatic,Petrol,"15,7 l/100 km",358 g/km,33724.0,Continental Supersports 22 OF 24
42563,bmw,BMW X7 M,black,12/2022,2022,more than 90000 EUR,390.0,530.0,Automatic,Petrol,"12,8 l/100 km",252 g/km,7380.0,60i Exklusiv Soft Pano Shadow B&W 5Zonen AHK 360°„
85868,jaguar,Jaguar F-Pace,black,06/2023,2023,more than 90000 EUR,405.0,551.0,Automatic,Petrol,"11,4 l/100 km",260 g/km,3980.0,SVR EDITION 1988 ONE OF 394+PANO+ACC+HUD
93641,lamborghini,Lamborghini Aventador,black,09/2015,2015,more than 90000 EUR,515.0,700.0,Automatic,Petrol,16 l/100 km,370 g/km,15000.0,LP 700-4 PIRELLI EDITION*DEUTSCH*GLAS
51949,dodge,Dodge RAM,red,03/2023,2023,more than 90000 EUR,295.0,401.0,Automatic,Petrol,"14,9 l/100 km",358 g/km,10.0,1500 CrewCab 5.7 HEMI V8 MDS 4x4 LIMITED NIGHT EDI
23202,bentley,Bentley Continental GT,black,04/2020,2020,more than 90000 EUR,467.0,635.0,Automatic,Petrol,,#NAME?,8700.0,*W12*
18751,audi,Audi R8,grey,09/2020,2020,more than 90000 EUR,396.0,538.0,Automatic,Petrol,,0 g/km,7450.0,Spyder 5.2 FSI Virtual Cockpit Leder B&O 20 Zoll
120121,mercedes-benz,Mercedes-Benz E 63 AMG,black,08/2017,2017,more than 90000 EUR,450.0,612.0,Automatic,Petrol,"9,1 l/100 km",207 g/km,79880.0,S 4Matic Edition 1 HUD Stoelvent. Schaalstoelen 61
165034,porsche,Porsche 991,black,09/2012,2012,more than 90000 EUR,294.0,400.0,Automatic,Petrol,"9,2 l/100 km",#NAME?,93400.0,"991.1 Carrera 4S Cabriolet PDK, Klappe, Approved"
120344,mercedes-benz,Mercedes-Benz AMG GT,silver,08/2017,2017,more than 90000 EUR,384.0,522.0,Automatic,Petrol,,#NAME?,24898.0,Performance Panorama
85694,jaguar,Jaguar F-Type,grey,03/2022,2022,more than 90000 EUR,423.0,575.0,Automatic,Petrol,"11,2 l/100 km",256 g/km,3500.0,Cabriolet R AWD P575 Leder LED Navi Keyless Klimas
42032,bmw,BMW i7,blue,11/2022,2022,more than 90000 EUR,400.0,544.0,Automatic,Electric,"19,3 kWh/100 km",0 g/km,5000.0,"xDrive60 nur in Verbindung m. Leasing, ab April ve"
166640,porsche,Porsche Panamera,white,02/2017,2017,more than 90000 EUR,404.0,549.0,Automatic,Petrol,"9,3 l/100 km",#NAME?,39500.0,"Turbo Aproved bis Jan. 24, MwSt. ausweisb."
67864,ford,Ford GT,silver,08/2018,2018,more than 90000 EUR,483.0,657.0,Automatic,Petrol,"14,9 l/100 km",350 g/km,3600.0,| Carbon Package
1659,aston-martin,Aston Martin DBX,grey,11/2022,2022,more than 90000 EUR,520.0,707.0,Automatic,Petrol,"14,2 l/100 km",323 g/km,8150.0,707
97256,maserati,Maserati GranCabrio,yellow,09/2015,2015,more than 90000 EUR,338.0,460.0,Automatic,Petrol,"14,5 l/100 km",337 g/km,55117.0,MC 4.7 V8 MY16 - MASERATI IN BERLIN
23926,bmw,BMW Z8,silver,10/2000,2000,more than 90000 EUR,294.0,400.0,Manual,Petrol,"14,5 l/100 km",349 g/km,59800.0,Roadster Hardtop seit 10 Jahren im Besitz
129117,mercedes-benz,Mercedes-Benz EQS,silver,02/2023,2023,more than 90000 EUR,245.0,333.0,Automatic,Electric,,0 g/km,3500.0,450+ AMG DIGITAL-LIGHT+NIGHT+AHK+NAVI+DISTR
17046,audi,Audi RS6,grey,12/2019,2019,more than 90000 EUR,441.0,600.0,Automatic,Petrol,"11,7 l/100 km",268 g/km,45329.0,4.0 TFSI quattro KERAMIK HUD SOFT B&O PANO
21225,audi,Audi Q2,black,03/2022,2022,more than 90000 EUR,110.0,150.0,Automatic,Diesel,"4,2 l/100 km",109 g/km,8400.0,35TDI S-Line S-Tronic Matrix-LED Infotainment-Pak
164995,porsche,Porsche 997,white,04/2011,2011,more than 90000 EUR,368.0,500.0,Manual,Petrol,"11,6 l/100 km",#NAME?,1554.0,GT3 RS 4.0i Coupe
128751,mercedes-benz,Mercedes-Benz Sprinter,grey,06/2023,2023,more than 90000 EUR,140.0,190.0,Automatic,Diesel,"12,3 l/100 km",321 g/km,150.0,319 CDI 4x4 Lang HA 9G-TRONIC H1L2 Delta 4x4
167580,porsche,Porsche Panamera,white,01/2019,2019,more than 90000 EUR,338.0,460.0,Automatic,Petrol,"10,6 l/100 km",242 g/km,51841.0,GTS Allrad Automatik*Pano-Dach*360°„Kam.*
51848,dodge,Dodge RAM,black,11/2022,2022,more than 90000 EUR,295.0,401.0,Automatic,LPG,"14,7 l/100 km",325 g/km,10.0,1500 LIMITED LPG/Luftfed./RamBox/BedUtility
17234,audi,Audi RS6,red,12/2019,2019,more than 90000 EUR,441.0,600.0,Automatic,Petrol,"12,4 l/100 km",281 g/km,54500.0,Avant 4.0 TFSI quattro Tiptronic MMI Navi ACC
97584,maserati,Maserati GranTurismo,black,08/2020,2020,more than 90000 EUR,338.0,460.0,Automatic,Petrol,"14,3 l/100 km",331 g/km,19549.0,Sport
96476,land-rover,Land Rover Defender,grey,06/2022,2022,more than 90000 EUR,386.0,525.0,Automatic,Petrol,"12,8 l/100 km",290 g/km,14900.0,110 P525 V8 Carpathian Edition SOFORT VERF®πGBAR HU
93623,lamborghini,Lamborghini Aventador,orange,06/2012,2012,more than 90000 EUR,515.0,700.0,Automatic,Petrol,"17,2 l/100 km",398 g/km,29000.0,Leder Automatik Navi Sitzheizung
166263,porsche,Porsche 991,grey,06/2017,2017,more than 90000 EUR,331.0,450.0,Automatic,Petrol,"9,4 l/100 km",212 g/km,94561.0,/911 CARRERA GTS*SPORTCHRONO*BOSE*KAMERA*PDK
128235,mercedes-benz,Mercedes-Benz E 63 AMG,silver,08/2022,2022,more than 90000 EUR,450.0,612.0,Automatic,Petrol,"12,4 l/100 km",282 g/km,3360.0,E 63 S T Distr/Pano/Burm/Mem/Standheizung/R-Kam
42080,bmw,BMW i7,blue,07/2022,2022,more than 90000 EUR,400.0,544.0,Automatic,Electric,,591 km Reichweite,14950.0,"xDrive M60 Sport,TheatreScreen,Auto-T®πren"
23052,bentley,Bentley Continental GT,grey,02/2016,2016,more than 90000 EUR,373.0,507.0,Automatic,Petrol,"10,6 l/100 km",246 g/km,76755.0,Bentley Continental GT V8
23076,bentley,Bentley,brown,09/2017,2017,more than 90000 EUR,522.0,710.0,Automatic,Petrol,,#NAME?,3900.0,Continental Supersports Convertible Naim/TitanEx
